date,headline
2021-06-01,"Transcript: The ReidOut, 6/15/21"
2021-06-01,"Transcript: The Beat with Ari Melber, 6/15/21"
2021-06-01,What the Trump DOJ subpoenas and an NSA whistle-blower have in common
2021-06-01,"Tuesday's Mini-Report, 6.15.21"
2021-06-01,Texas governor's not-so-new idea: a privately funded border wall
2021-06-01,"Tuesday's Campaign Round-Up, 6.15.21"
2021-06-01,Why the Arizona AG's aggressive Justice Dept pushback matters
2021-06-01,Some Texas Democrats have a story to share with Joe Manchin
2021-06-01,Women who inspire: LGBTQ execs leading in technology
2021-06-01,US officials see QAnon adherents as an evolving security threat
2021-06-01,Emails show Trump pushing DOJ to help with post-election scheme
2021-06-01,Congress launches new investigation into Trump-era DOJ scandal
2021-06-01,Southern Baptist Convention 2021 offers a Trump and critical race theory litmus test
2021-06-01,"The Senate's summer plans: GOP filibusters on voting rights, gun control and more"
2021-06-01,"Transcript: The 11th Hour with Brian Williams, 6/14/21"
2021-06-01,"Transcript: The Last Word with Lawrence O'Donnell, 6/14/21"
2021-06-01,"Transcript: The Rachel Maddow Show, 6/14/21"
2021-06-01,"Transcript: All In with Chris Hayes, 6/14/21"
2021-06-01,"Transcript: The ReidOut, 6/14/21"
2021-06-01,"Transcript: The Beat with Ari Melber, 6/14/21"
2021-06-01,"Monday's Mini-Report, 6.14.21"
2021-06-01,Texas Republicans clearly didn't read the election bill they almost passed
2021-06-01,"As McConnell effectively dares Senate Dems, will they respond?"
2021-06-01,How the power of listening changed this entrepreneur's business model for the better
2021-06-01,Why McConnell's plans for future Supreme Court vacancies matter
2021-06-01,"Monday's Campaign Round-Up, 6.14.21"
2021-06-01,Republicans eye new fees on electric-vehicle owners
2021-06-01,Rand Paul latest in GOP to question 'democracy and majority rule'
2021-06-01,Why YouTube found it necessary to suspend Ron Johnson's account
2021-06-01,"On global stage, Biden enjoys respect Trump could only dream of"
2021-06-01,"As Trump-era Justice Dept scandal intensifies, Republicans shrug"
2021-06-01,Did DOJ target Trump enemies using improper subpoenas? We need to find out
2021-06-01,Facebook is an easy target for Republican conservatives — but it's all an act
2021-06-01,Newsmax's anti-Muslim freakout sums up Trump's America
2021-06-01,North Carolina plantation's Juneteenth event underscores South's historical whitewashing
2021-06-01,"Transcript: The 11th Hour with Brian Williams, 6/11/21"
2021-06-01,"Transcript: The Last Word with Lawrence O'Donnell, 6/11/21"
2021-06-01,"Transcript: The Rachel Maddow Show, 6/11/21"
2021-06-01,"Transcript: All In with Chris Hayes, 6/11/21"
2021-06-01,"Transcript: The ReidOut, 6/11/21"
2021-06-01,Merrick Garland promises to defend voting rights the hard way
2021-06-01,Transcript: Summer in the Black Hamptons: a refuge of freedom and joy
2021-06-01,"Transcript: The Beat with Ari Melber, 6/11/21"
2021-06-01,"Friday's Mini-Report, 6.11.21"
2021-06-01,How this founder pushed past fear to build a tech retail empire
2021-06-01,"Despite reality, Trump falsely claims Don McGahn 'exonerated' him"
2021-06-01,A tale of two jackets: From Melania Trump to Jill Biden
2021-06-01,Justice Department opens investigation into new Trump-era scandal
2021-06-01,Why the ugly campaign against local poll workers matters
2021-06-01,"Friday's Campaign Round-Up, 6.11.21"
2021-06-01,Republican governors face an unexpected problem: primary rivals
2021-06-01,The voting rights 'disaster' Manchin fears is already unfolding
2021-06-01,"Despite threats, Feinstein does not see our democracy 'in jeopardy'"
2021-06-01,Why taxing Jeff Bezos more won't narrow the wealth gap
2021-06-01,"Even now, Trump trusts Putin over leading U.S. officials"
2021-06-01,Trump's Justice Dept. targeted congressional Dems in leak probe
2021-06-01,Ilhan Omar was attacked for saying war crimes allegations should be investigated
2021-06-01,"Transcript: The 11th Hour with Brian Williams, 6/10/21"
2021-06-01,"Transcript: The Last Word with Lawrence O'Donnell, 6/10/21"
2021-06-01,"Transcript: The Rachel Maddow Show, 6/10/21"
2021-06-01,"Transcript: All In with Chris Hayes, 6/10/21"
2021-06-01,"Transcript: The ReidOut, 6/10/21"
2021-06-01,"Transcript: The Beat with Ari Melber, 6/10/21"
2021-06-01,"Thursday's Mini-Report, 6.10.21"
2021-06-01,Black Americans have worse voting rights now than in 1965
2021-06-01,The Democratic agenda and the fierce urgency of now
2021-06-01,"Thursday's Campaign Round-Up, 6.10.21"
2021-06-01,Why Republicans have taken a sudden interest in burrito prices
2021-06-01,School's out for summer: How parents can support their kids' mental health
2021-06-01,"With Trump out, US's global reputation improves 'dramatically'"
2021-06-01,Summer in the Black Hamptons: a refuge of freedom and joy
2021-06-01,Texas' scandal-plagued state AG faces yet another investigation
2021-06-01,Why McConnell's rhetoric on voting rights sounds so familiar
2021-06-01,The latest bipartisan talks to collapse: background checks
2021-06-01,How the FBI's most wanted Capitol rioters are being hunted online
2021-06-01,Biden's American Jobs Plan can't afford to get any smaller
2021-06-01,"Transcript: The 11th Hour with Brian Williams, 6/9/21"
2021-06-01,"Transcript: The Last Word with Lawrence O'Donnell, 6/9/21"
2021-06-01,"Transcript: The Rachel Maddow Show, 6/9/21"
2021-06-01,"Transcript: All In with Chris Hayes, 6/9/21"
2021-06-01,"Transcript: The ReidOut, 6/9/21"
2021-06-01,"Transcript: The Beat with Ari Melber, 6/9/21"
2021-06-01,"Wednesday's Mini-Report, 6.9.21"
2021-06-01,'Bachelorette' Katie Thurston didn't need Chris Harrison. And neither do we.
2021-06-01,Examining energy and evolution with Herman Pontzer: podcast and transcript
2021-06-01,Garland's Trump defamation lawsuit decision might be legally defensible. It's also wrong.
2021-06-01,Civil rights groups also can't budge Joe Manchin on voting rights
2021-06-01,"Wednesday's Campaign Round-Up, 6.9.21"
2021-06-01,Puerto Ricans are Americans. Biden needs to defend their rights.
2021-06-01,How a passion for makeup turned this founder into one of America's wealthiest self-made women
2021-06-01,Report shows richest Americans paying almost nothing in income taxes
2021-06-01,How did a bill to boost tech competitiveness with China pass?
2021-06-01,The wrong guy to whine about the end of 'the era of bipartisanship'
2021-06-01,"On infrastructure, Biden eyes Plan B (and perhaps Plan C)"
2021-06-01,Republican filibuster derails Dem bill to address gender pay gap
2021-06-01,Manchin-like moderates are exactly why Democrats need to play hardball
2021-06-01,"Immigration, voting rights, police reform: Kamala Harris gets the hard jobs"
2021-06-01,"Transcript: The 11th Hour with Brian Williams, 6/8/21"
2021-06-01,"Transcript: The Last Word with Lawrence O'Donnell, 6/8/21"
2021-06-01,"Transcript: The Rachel Maddow Show, 6/8/21"
2021-06-01,"Transcript: All In with Chris Hayes, 6/8/21"
2021-06-01,"Transcript: The ReidOut, 6/8/21"
2021-06-01,Women who inspire: The LGBTQ execs leading at Fortune 500 companies
2021-06-01,"Transcript: The Beat with Ari Melber, 6/8/21"
2021-06-01,"Tuesday's Mini-Report, 6.8.21"
2021-06-01,The NFL's institutionalized racism is just one part of a massive problem
2021-06-01,Senate Dems get to work confirming Biden's court nominees
2021-06-01,Joe Manchin's focus on West Virginia could doom voting rights
2021-06-01,"Tuesday's Campaign Round-Up, 6.8.21"
2021-06-01,Accused Capitol rioter says he 'bought into a pack of lies'
2021-06-01,"Lauren Leader on gender and racial equity, adoption, being a single mom amid Covid-19 and more"
2021-06-01,Team Trump is noticeably short on team members
2021-06-01,Several Republican senators go to bat for Jan. 6 rioters (again)
2021-06-01,Why it's sensible to see voting rights as a national security issue
2021-06-01,"On voting rights and Republicans, Manchin has an arithmetic problem"
2021-06-01,Ted Cruz just gave donors a much louder voice in Washington
2021-06-01,"Transcript: The 11th Hour with Brian Williams, 6/7/21"
2021-06-01,"Transcript: The Last Word with Lawrence O'Donnell, 6/7/21"
2021-06-01,"Transcript: The Rachel Maddow Show, 6/7/21"
2021-06-01,"Transcript: All In with Chris Hayes, 6/7/21"
2021-06-01,"Transcript: The ReidOut, 6/7/21"
2021-06-01,"Transcript: The Beat with Ari Melber, 6/7/21"
2021-06-01,"Monday's Mini-Report, 6.7.21"
2021-06-01,Bigger than QAnon: Democrats can't ignore the GOP's holy war
2021-06-01,How to judge a company's real attitude toward diversity and inclusion
2021-06-01,Putin's Russia adopts Republican talking points on Jan. 6 riot
2021-06-01,"Monday's Campaign Round-Up, 6.7.21"
2021-06-01,Why the White House rejected the GOP's latest infrastructure offer
2021-06-01,"Biden, Obama take victory lap as ACA covers 31 million Americans"
2021-06-01,How Rep. Maria Salazar found her greatest success in her 50s
2021-06-01,Trump pretends he's 'not the one trying to undermine democracy'
2021-06-01,Meadows lobbied Justice Dept to help Trump's post-election scheme
2021-06-01,The fatal flaw(s) in Manchin's case against the For the People Act
2021-06-01,The Bush family evolved along with the GOP. George P. Bush is no exception.
2021-06-01,Why Don McGahn's Russiagate testimony isn't a win for Congress
2021-06-01,Trump's August election reinstatement theory is even worse than it looks
2021-06-01,The U.S. is donating 80 million vaccine doses. It can do way more.
2021-06-01,"Matt Gaetz, Donald Trump and why obstruction of justice matters"
2021-06-01,"Transcript: The 11th Hour with Brian Williams, 6/4/21"
2021-06-01,"Transcript: The Last Word with Lawrence O'Donnell, 6/4/21"
2021-06-01,"Transcript: The Rachel Maddow Show, 6/4/21"
2021-06-01,"Transcript: All In with Chris Hayes, 6/4/21"
2021-06-01,"Transcript: The ReidOut, 6/4/21"
2021-06-01,"Transcript: The Beat with Ari Melber, 6/4/21"
2021-06-01,"Friday's Mini-Report, 6.4.21"
2021-06-01,"Transcript: White Tulsans kept the 1921 race massacre a secret. Now, it's time to confront the past."
2021-06-01,Louis DeJoy had a lot of red flags. The FBI's investigation validates them.
2021-06-01,Facebook's announcement likely to hurt Trump's fundraising schemes
2021-06-01,How I went from patent attorney to Angelina Jolie's Hollywood co-star
2021-06-01,Why Trump's utterly bonkers 'reinstatement' ideas matter
2021-06-01,Biden's trying to rescue America from Trump's gaffes with his new anti-corruption memo
2021-06-01,"Friday's Campaign Round-Up, 6.4.21"
2021-06-01,"At long last, Trump's former White House counsel to testify today"
2021-06-01,The unfortunate objective Joe Manchin prioritizes over governing
2021-06-01,Why the GOP rejected Biden's latest infrastructure concession
2021-06-01,"Job growth improves in May, but falls short of expectations"
2021-06-01,Pence clears a low bar with acknowledgement of Jan. 6 attack
2021-06-01,Elizabeth MacDonough is secretly the Senate's most effective politician
2021-06-01,"Transcript: The 11th Hour with Brian Williams, 6/3/21"
2021-06-01,"Transcript: The Last Word with Lawrence O'Donnell, 6/3/21"
2021-06-01,Covid-19 decimated Black women-owned businesses — Ayesha Curry wants to change that
2021-06-01,"Transcript: The Rachel Maddow Show, 6/3/21"
2021-06-01,"Transcript: All In with Chris Hayes, 6/3/21"
2021-06-01,"Transcript: The ReidOut, 6/3/21"
2021-06-01,"Transcript: The Beat with Ari Melber, 6/3/21"
2021-06-01,"Thursday's Mini-Report, 6.3.21"
2021-06-01,'How the Word Is Passed' with Clint Smith: podcast and transcript
2021-06-01,Donald Trump's blog should have been a Substack newsletter
2021-06-01,"The RNC's scandal-plagued finance team, four years later"
2021-06-01,Elie Wiesel essay contest winner is a 17 year old with a powerful voice
2021-06-01,USPS's Louis DeJoy reportedly faces new FBI investigation
2021-06-01,"Thursday's Campaign Round-Up, 6.3.21"
2021-06-01,"Jobless claims cross another threshold, drop to pandemic-era low"
2021-06-01,Why George P. Bush's new campaign in Texas stands out
2021-06-01,"White Tulsans kept the 1921 race massacre a secret. Now, it's time to confront the past."
2021-06-01,"In Matt Gaetz probe, feds reportedly investigate obstruction, too"
2021-06-01,"See Nancy Pelosi's best advice for women: Know your why, know your what"
2021-06-01,Florida's DeSantis relies on federal relief funds he opposed
2021-06-01,"For Arizona GOP, bonkers election 'audit' creates financial rewards"
2021-06-01,Texas' attack on migrant children is all about Greg Abbott's re-election
2021-06-01,Michael Flynn's 'coup' comment shouldn't trigger a court-martial
2021-06-01,"Transcript: The 11th Hour with Brian Williams, 6/2/21"
2021-06-01,"Transcript: The Last Word with Lawrence O'Donnell, 6/2/21"
2021-06-01,"Transcript: The Rachel Maddow Show, 6/2/21"
2021-06-01,"Transcript: All In with Chris Hayes, 6/2/21"
2021-06-01,The GOP is treating Jan. 6 the way white supremacists treated the Tulsa Race Massacre
2021-06-01,"Transcript: The ReidOut, 6/2/21"
2021-06-01,"Transcript: The Beat with Ari Melber, 6/2/21"
2021-06-01,"Wednesday's Mini-Report, 6.2.21"
2021-06-01,"On Senate dysfunction, Arizona's Sinema makes a badly flawed pitch"
2021-06-01,"Wednesday's Campaign Round-Up, 6.2.21"
2021-06-01,Trump's underwhelming blog ends with an embarrassing whimper
2021-06-01,High stakes infrastructure talks reach 'fish-or-cut-bait moment'
2021-06-01,Know Your Value and Forbes releases its inaugural '50 over 50' list
2021-06-01,"As voting-rights advocates 'panic,' can the For the People Act pass?"
2021-06-01,"Kamala Harris: ""I eat 'no' for breakfast"""
2021-06-01,Women over 50: Our time is now
2021-06-01,FEC issues new punishment in Trump's hush money scandal
2021-06-01,Why the Dem's big win in New Mexico's special election matters
2021-06-01,Republican senators killed the Capitol riot commission. But nobody wants to move on.
2021-06-01,Donald Trump's rebooted rallies have no place on your television
2021-06-01,"Transcript: The 11th Hour with Brian Williams, 6/1/21"
2021-06-01,"Transcript: The Last Word with Lawrence O'Donnell, 6/1/21"
2021-06-01,"Transcript: The Rachel Maddow Show, 6/1/21"
2021-06-01,"Transcript: All In with Chris Hayes, 6/1/21"
2021-06-01,"Transcript: The ReidOut, 6/1/21"
2021-06-01,"In HBO's 'Mare of Easttown,' Kate Winslet show us the pain and power of caretaking"
2021-06-01,"Transcript: The Beat with Ari Melber, 6/1/21"
2021-06-01,"Tuesday's Mini-Report, 6.1.21"
2021-06-01,The French Open's treatment of Naomi Osaka hurts athletes everywhere
2021-06-01,"With anti-election crusade, Trump reportedly has an endgame in mind"
2021-06-01,"Tuesday's Campaign Round-Up, 6.1.21"
2021-06-01,Trump appointee pushes 'replacement' theory from West Point post
2021-06-01,"Following GOP filibuster, Dems have options for Jan. 6 investigation"
2021-06-01,"With Biden reshaping the USPS leadership, what's next for DeJoy?"
2021-06-01,"Mike Flynn, former Trump aide, appears to endorse military coup"
2021-06-01,Texas gov eyes retaliation after Dems derail voter-suppression bill
